id,title,genres,overview,release_date,poster_path,vote_average
1433838,Grin,['Horror'],"When newly elected mayor Frank Ford's failed attempts to run the local freak show out of town, Grady Nelson the ring master, and father figure to Grin, Karnage, and Kisses is murdered. Grin is well aware of who committed this heinous act, and The Circus Rejects seek revenge on the mayor and everyone who stands in their way!",2025-03-14,,0.0
1433836,Stalker,['Horror'],A young woman must confront her deepest fears if she hopes to survive the night.,2025-03-14,,0.0
1433831,Grimace,['Science Fiction'],A sci-fi short film.,2025-03-14,,0.0
1433811,Cold Read,['Horror'],"""Cold Read"" we follow Bugs, a struggling actor desperate to prove to his girlfriend and the rest of the world that he has what it takes to achieve his dreams. But when fate comes knocking with an audition for a mysterious new project, will he be willing to go to the dark places the role requires?",2025-03-14,,0.0
1433802,Grinners,['Horror'],Marley is a moderately successful horror cooking show host. Her life gets flipped upside down when she crosses paths with the voyeuristic possum mask. Marley has to survive the night as she is hunted down through the eyes of a possum.,2025-03-14,,0.0
1433574,Tall Girl,"['Comedy', 'Romance']",,2025-03-14,/x0TarHukSxcMYuqogZNjzeiLzae.jpg,0.0
1433908,Surprise,['Horror'],A horror short film.,2025-03-14,,0.0
1433906,After Death Do Us Part,['Horror'],A horror short film.,2025-03-14,,0.0
1433900,Here I Remain,[],A horror short film.,2025-03-14,,0.0
1436684,Imperfect Me,"['Drama', 'Romance']","Rinka Sugita is a key member of an ad agency’s marketing department. As she races back and forth between photo shoots and meetings, the shy presence of Takashi Urita catches her attention. Hired as a person with disabilities because he has an anxiety disorder, Rinka offers to take him under her wing. It initially seems to him that she takes pity on his situation, but another side to her personality emerges as they slowly get to know each other.",2025-03-14,/qwYSCGU2jcoIRWn1wWaVw7xQWM6.jpg,0.0
1436683,And Then How He Told the Horse Mackerel,['Drama'],"Hanaoka loves Mirei, his classmate at a culinary school he attends, but expressing that feeling in words is hard to do. When the two are given an assignment to make Horse Mackerel Nanbanzuke, an offbeat love adventure ensues as Hanaoka is blindfolded by Mirei and led across town on a search for ingredients and, hopefully, understanding and connection.",2025-03-14,,0.0
1436458,Sujip,[],"Aleksandras, a man in his 30s, starts his first day at his new workplace. What appears to be a mundane office space reveals to be a suicide helpline center. One day the phone rings and Pijus, a man of the same age, calls to share his desire to take his life. Although their interaction begins on an awkward note, it gradually transforms into a moving exchange between two men who slowly realize their interconnected destinies.",2025-03-14,/2l5tmuSMbEc9SaeRlEQVzX5R6RF.jpg,0.0
1436456,All In,[],Emilė always lives ten steps ahead: she knows how things should be. That doesn't help her on an awkward date - a poker party where everyone lives in the moment.,2025-03-14,/kG4nXFiU6mfqrqia4hhSZ6VGw5g.jpg,0.0
1436450,A Lifelike Fairy Tale,['Drama'],A homeless family’s makeshift home is threatened when the rightful owner returns to reclaim it.,2025-03-14,/A221EsORGOZntgIzn8iYdicVgdC.jpg,0.0
1437979,Prisoners of Fire,"['Documentary', 'Drama']","June 26,1990, the Dude Fire rages across Zane Gray country in the towering ponderosa forests below the Mogollon Rim in Central Arizona, killing five prison crew members and a female supervisor on her first fire. Follow along with the survivors and firefighters as they share their experience as inmate firefighters and their harrowing story of courage, loss and redemption.",2025-03-14,/cH9GPeakTbqyssUmOhlB7WEeK48.jpg,0.0
1439254,Terre Rouge - Topographie du poète,[],"Gaston Rollinger, an elderly poet and film-maker, lives alone in his childhood home in the astonishing landscape of Esch-sur-Alzette, a very special place where industrial relics meet wild nature. He draws all his inspiration from this place, and tells Fränz Hausemer many of his secrets, even though some of his landmarks are gradually beginning to disappear. This portrait of a singular man is interspersed with spellbinding pieces, the contours of which are drawn from Rollinger’s own poetry.",2025-03-14,/YR5MywFwR7DdzBeNMmfdt8WEbC.jpg,0.0
1440087,Скрити в мрака,['Horror'],,2025-03-14,/2kjoayUhf8Uta1GmIiuGTSkGICS.jpg,0.0
1439614,Cinextdoor presentéiert: Marginal,['Drama'],"Luxembourg, beginning of the 20th century . A judge and a brigadier investigate difficult crimes which will lead them to explore the margins of a society in full transformation where victims and executioners merge.",2025-03-14,/4zQTMjKjAdB76HnHhp6RxgomD1u.jpg,0.0
1439459,Mindscapes,[],"The canvas of the mind, where an artist's inner visions and emotions are painted into existence.",2025-03-14,/oxh8f0IdxjeiaG0MGTH5PzRB1vL.jpg,0.0
1442538,Elevator Lady,['Romance'],An elevator lady who uses her body to earn more money. She falls for a wealthy married man without her knowing that this will soon lead to her downfall.,2025-03-14,/4Q0eicxd5fq9llcoY2Mf8uUEE5r.jpg,0.0
1443002,Maadan Kodai Vizha,['Drama'],"Determined to revive a long-forgotten tradition, Murugan embarks on a mission to organize the annual Sudalai Madan ceremony, which has been defunct for years. However, his efforts are met with fierce resistance from various quarters.  Adding to the challenge, Murugan's girlfriend lays down an ultimatum: she will only marry him if he succeeds in pulling off the ceremony. Against all odds, Murugan perseveres, rallying the village community to support his cause. Will he triumph in his quest, and how will he overcome the hurdles to successfully organize the ceremony?",2025-03-14,/4WlEM39rC5glXBuGsm5ApqXjbzd.jpg,0.0
1423299,Mother at Sixty,[],An accomplished single mother's grand retirement plans fall flat as decades-long familial sentiments come to the fore.,2025-03-14,,0.0
1443907,"We'll Laugh in the End, No Matter What",['Documentary'],Documentary about Leelo Tungal.,2025-03-14,/13dDu0bsvguXyk8gJj0jiODTqES.jpg,0.0
1444253,You're on Your Own,['Music'],"A woman reflects on her wedding decision, lost in thought as she unwinds in a warm, candlelit bath. - Lyric video for Alicia Rose's ""You're on Your Own""",2025-03-14,/tq122o6f4gX8zvZdOmUKbfUDUG2.jpg,0.0
1013482,Borderline,"['Thriller', 'Comedy', 'Horror']",A helplessly romantic sociopath escapes from a mental institution and invades the home of a '90s pop superstar. He just wants to be loved; she just wants to survive.,2025-03-14,/z2yAWt1aAvhxap9mdjlQhXiEJT4.jpg,6.1
447273,Snow White,"['Family', 'Fantasy']","A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as 'the fairest in the land', and Snow White's beauty surpasses her own.",2025-03-19,/xWWg47tTfparvjK0WJNX4xL8lW2.jpg,2.0
1444744,Konjam Kadhal Konjam Modhal,"['Romance', 'Comedy']","the Story Revolves Around a Young Man and a Young Woman, Who Pretend to Be Rich in Order to Impress Each Other. According to Them, Money is the Key to Happiness. But, One Day They Find Out That Neither of Them is  Rich. This Bitter Truth Makes Them Feel Disappointed and They Are Parted. Later, They Meet an Elderly Couple Who Share Selfless Love With One Another. The Husband Lives for the Wife and the Wife Lives for the Husband. Their Deep and True Love Impacts the Young Couple. The Conclusion of the Story is Marked by the Profound Transformation in the Young Couple's Mindset, Inspired by the Old Couple's Enduring Love.",2025-03-14,/4Krf4LofZhh6naXxqTczXmQsDic.jpg,0.0
1444425,Six Each,"['Crime', 'Drama']","A student in Canada faces charges in her husband's death after allegedly deceiving him for visa purposes, highlighting immigrant families' desperate pursuit of opportunities.",2025-03-14,/nYHk4K1mDWPYMK7C52DSkfoG98X.jpg,0.0
1286663,Control Freak,['Horror'],"A motivational speaker, plagued by an uncontrollable itch on her head, becomes infected with a parasitic demon from her homeland.",2025-03-13,/kmQb07CrOddVGV0Q73aeU4e8I18.jpg,6.4
1241982,Moana 2,"['Animation', 'Adventure', 'Family', 'Comedy']","After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",2024-11-21,/aLVkiINlIeCkcZIzb7XHzPYgO6L.jpg,7.1
823219,Flow,"['Animation', 'Fantasy', 'Adventure']","A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",2024-08-29,/imKSymKBK7o73sajciEmndJoVkR.jpg,8.275
1165393,Persona,"['Crime', 'Drama', 'Thriller']",A talented young impersonator falls for a mysterious stranger and is slowly lured into assuming the identity of a missing ivy-league student.,2025-03-14,/6U7RT5qp97DZhPD5ldAYHFYeggE.jpg,0.0
1233575,Black Bag,['Thriller'],"When his beloved wife is suspected of betraying the nation, an intelligence agent faces the ultimate test – loyalty to his marriage or his country.",2025-03-12,/vcYrQ94y8L2qxEfQgTLVbtmppcn.jpg,6.6
762509,Mufasa: The Lion King,"['Adventure', 'Family', 'Animation']","Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.",2024-12-18,/lurEK87kukWNaHd0zYnsi3yzJrs.jpg,7.5
1442200,Revolució 304,"['Documentary', 'TV Movie']",,2025-03-18,,0.0
1439804,Spider in the Cupboard,"['Horror', 'Thriller']","SMILE, YOU'RE ON CAMERA...
 Jen is a crisis hotline volunteer, using the service to cope with losing her sister at a young age. Little does she know, a former caller has beensecretly living in her apartment, recording her every move with a home video camera. Jen is sent into a spiral by thecombination ofJohn Doe's subtle
 maniuplations and the apathy of Jen's loved ones, namely Harry.",2025-03-18,/9lKBcNmWdSbODDuF6TBO6UZvAyL.jpg,0.0
1437920,Centered: Joe Lieberman,['Documentary'],"In a time of deep political division, Centered: Joe Lieberman chronicles the remarkable career of Joe Lieberman, a principled and bipartisan politician who navigated the tumultuous world of American politics with unwavering integrity, offering timely lessons on the power of collaboration and leadership beyond party lines.",2025-03-18,/pGeRaZEmOo46DhgRePw4uAUSnkJ.jpg,0.0
1437701,Leaving Neverland 2: Surviving Michael Jackson,['Documentary'],"Explores the personal toll on James Safechuck and Wade Robson after they went public with accusations against pop icon Michael Jackson. The two men continue to seek justice as they face backlash from his global army of fans. With exclusive access to court hearings, the film shows the extent to which the Jackson estate has fought to prevent Robson and Safechuck from having their day in court.",2025-03-18,,0.0
1437446,The Twister: Caught in the Storm,['Documentary'],"In May 2011, a massive tornado ripped through Joplin, Missouri. With pulse-pounding firsthand footage, this documentary goes inside a deadly twister.",2025-03-18,/hTc26KBDyPTLRyPQxFupfXWx5L4.jpg,0.0
898271,"Something Old, Something New, Something Borrowed",['Drama'],"A working-class family in Buenos Aires runs an underground sports betting operation, which becomes matriarchal after the father's death.",2025-03-19,/thz7YtbeigHazKeDkmD3QyxQlBv.jpg,0.0
1417181,Dawn of Impressionism: Paris 1874,['Documentary'],"The Impressionists are the most popular group in art history – millions flock every year to marvel at their masterpieces. But, to begin with, they were scorned, penniless outsiders. 1874 was the year that changed everything; the first Impressionists, “hungry for independence”, broke the mould by holding their own exhibition outside official channels. Impressionism was born and the art world was changed forever.  What led to that first groundbreaking show 150 years ago? Who were the maverick personalities that wielded their brushes in such a radical and provocative way? The spectacular Musée d’Orsay exhibition brings fresh eyes to this extraordinary tale of passion and rebellion. The story is told not by historians and curators but in the words of those who witnessed the dawn of Impressionism: the artists, press and people of Paris, 1874.",2025-03-18,/lSU85MrxOtlrvtiRlI9GTPBGiwK.jpg,0.0
1204967,USAH: Uncommon Stories of American Horror,['Documentary'],"27 real-life stories of American horror are told by a mysterious narrator, who draws inspiration from some famous paintings of American art displayed in an ancient abbey.",2025-03-18,/FDGnXfWwRJETNa0TP4xq2Sjt5k.jpg,0.0
675776,Persona,"['Thriller', 'Horror']",An Actress finds herself in a complex puzzle of Personas when someone unexpected arrives to take her place.,2025-03-18,,0.0
1445832,RÉVEILLON 2024 OU: O Cine-Monstro da Virada,['Documentary'],"A group of friends gathers to celebrate the end of 2023 and the beginning of 2024. Captured through a cellphone camera, the film showcases their various interactions while highlighting the artistic and cultural influences that shape their lives.",2025-03-15,/oU2KYmd6CxTLwOtkVMa80962Df6.jpg,0.0
1445721,Konosuba: God's Blessing on This Wonderful World! 3: Bonus Stage,"['Animation', 'Comedy', 'Fantasy', 'Adventure']",Two new original video anime episodes of Kono Subarashii Sekai ni Shukufuku wo!.,2025-03-14,/sAwRXMgDT4g1heFHNeKLsrBdHXN.jpg,0.0
1445713,The Vietnamese Concert Film,"['Documentary', 'Music']","A documentary film about the 13th-anniversary music event of singer-artist Hoàng Thùy Linh. The film offers audiences an intimate look into the artist's creative process, training journey, and behind-the-scenes moments of the Vietnamese Concert Film: Chúng ta là người Việt Nam. Behind the explosive performances and flawless on-stage visuals lies the relentless effort of the entire team.",2025-03-14,/A08FQ9gluhh8e8MdsdcfbOX6xwn.jpg,0.0
1195506,Novocaine,"['Action', 'Comedy', 'Thriller']","When the girl of his dreams is kidnapped, everyman Nate turns his inability to feel pain into an unexpected strength in his fight to get her back.",2025-03-12,/xEXDIJFenYgRwpsJs1mx6hr1DKy.jpg,7.6
823219,Flow,"['Animation', 'Fantasy', 'Adventure']","A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",2024-08-29,/imKSymKBK7o73sajciEmndJoVkR.jpg,8.275
1202479,Opus,"['Thriller', 'Mystery', 'Horror']","A young writer is invited to the remote compound of a legendary pop star who mysteriously disappeared thirty years ago. Surrounded by the star's cult of sycophants and intoxicated journalists, she finds herself in the middle of his twisted plan.",2025-03-13,/m0du9dsiOVeb0SgfqR8ZAEPRxww.jpg,5.7
939243,Sonic the Hedgehog 3,"['Action', 'Science Fiction', 'Comedy', 'Family', 'Adventure', 'Fantasy']","Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",2024-12-19,/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg,7.7
1064213,Anora,"['Drama', 'Comedy', 'Romance']","A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.",2024-10-14,/qh8m8Udz0sCa5gy9VaqfHPh0yPM.jpg,7.1
850920,The Parenting,"['Horror', 'Comedy']","Boyfriends Josh and Rohan plan a weekend getaway to introduce their parents, only to discover that their rental is home to a 400-year-old poltergeist.",2025-03-12,/5lMu14IMuHo0hKYCwCIogt7IioX.jpg,5.9
1171153,Köln 75,['Drama'],"Behind one of the best-selling jazz records of all time, Keith Jarrett’s 1975 Köln Concert, how it almost didn’t happen, and how one formidable German teenager, Vera Brandes, breaks every boundary to set the conditions for the creation of a masterpiece. Vera, still in high school when she started producing and promoting music concerts in Cologne, puts everything on the line to put on this show. But Vera believes in the power of music, and she’s never seen anyone play like Keith Jarrett before.",2025-03-13,/6ZvdCexhNarRsZVDShialfsK5lf.jpg,7.3
1043808,Vitória,['Drama'],"Inspired by a real woman, who filmed for two years, hidden, the routine of drug dealers on Ladeira dos Tabajaras, in Copacabana, in 2004. At the time, the material was passed on to the police, who opened an investigation and carried out an operation that resulted in in the arrest of more than 30 people, including military police involved with the gang.",2025-03-13,/1vaNd9slpCnKhhbaeS5jxQK1vby.jpg,8.6
822119,Captain America: Brave New World,"['Action', 'Thriller', 'Science Fiction']","After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.",2025-02-12,/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg,6.2
607141,Be Happy,"['Drama', 'Music']","A dance-drama film that follows a single father and his witty, wise-beyond-her-years daughter. When his daughter's dream of performing in the country's biggest dance reality show collides with a life-altering crisis, the father is driven to do the unthinkable, showcasing the extraordinary lengths he will go to fulfill her wishes and find happiness.",2025-03-14,/6bvW47MtJKo2ipPYJ2xDvdf4zbz.jpg,7.8
1130863,Belle,"['Thriller', 'Drama']","A couple have a peaceful existence in a small provincial town. He is a teacher and she runs an opticians practical. Their life is turned upside when Belle, a friend’s daughter who is lodging with them, is found dead in her room.  The husband becomes the prime suspect as the only one at home at the time.",2025-03-13,/5YITitG67kcHNUDJdP5XodlkTlm.jpg,7.5
1356039,Counterattack,"['Action', 'Adventure', 'Thriller']","When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.",2025-02-27,/lI2uFlSEkwXKljqiry7coaJ6wIS.jpg,8.505
1429788,Nightmare,"['Drama', 'Horror', 'Mystery']","After moving into her family's abandoned house, horror comic artist Ilmira struggles to complete her latest work while battling financial hardship. But when eerie figures from her past stories come to life—especially the haunting Hooded Woman—her reality spirals into a nightmare, forcing her to confront a buried childhood trauma.",2025-03-13,/waEYWR595cnmkr2OXFjasgGyZGt.jpg,7.3
1429788,Nightmare,"['Drama', 'Horror', 'Mystery']","After moving into her family's abandoned house, horror comic artist Ilmira struggles to complete her latest work while battling financial hardship. But when eerie figures from her past stories come to life—especially the haunting Hooded Woman—her reality spirals into a nightmare, forcing her to confront a buried childhood trauma.",2025-03-13,/waEYWR595cnmkr2OXFjasgGyZGt.jpg,7.3
1119820,The Return from the Other Planet,['Documentary'],"In 1945, a few months after his release from Auschwitz, Yechiel De-Nur, still in his striped jacket, sat down and started writing. After two weeks, he was reborn as Ka-Tzetnik, “the man from the camps.” The books that he wrote were translated into 32 languages and sold millions, while the author himself hid behind the pseudonym Ka-Tzetnik. At the trial of Adolf Eichmann in 1961 his revelatory testimony revealed his true identity as he described Auschwitz as “the other planet,” a place outside of human judgment. Years later, undergoing an experimental LSD treatment for trauma, he revisits his experience, imagining himself as a SS officer, and that changes everything.",2025-03-13,/qaOhBUAJVpFl8zSCXX1qySsydcI.jpg,7.0
1353002,What We Wrote Together,"['Drama', 'Romance']","Mariano and Juan have been dating for several years; they have a dog and a quiet life. Mariano always wanted to have a small plant nursery away from the city and now that Juan’s work as a writer is more established due to the success of his latest novel, they decide to make that change. While they adjust to their new space and their new routines, they receive a visit from Juan's best friend, who has news to tell them.",2025-03-13,/vIZuwXUvgUPfZFYYduXyJkQ71Ld.jpg,8.0
1438502,Kozha: New adventure,"['Family', 'Adventure']",Coming soon,2025-03-13,/h8mgMiUTpvLpZyresQO8uRXB4RG.jpg,0.0
1127648,Bonjour Tristesse,"['Romance', 'Drama']","At the height of summer, 18-year-old Cécile (Lily McInerny) is relaxing by the French seaside with her father (Claes Bang) and falling in love with her new boyfriend. The arrival of her late mother’s enigmatic friend (Chloë Sevigny) turns her world upside down. A modern take on Françoise Sagan’s unforgettable coming-of-age novel. A Toronto International Film Festival premiere.",2025-03-13,/1yYSUbWs11mjl0s7bjRH8gywKQS.jpg,7.2
1317096,Mulu Nakru,"['Horror', 'Drama']","May, a young architect who has just moved into her new house in the suburbs with her boyfriend Gun, got news of the death of her stepmother, Po. Only Noon, Po's daughter, testifies that someone killed her mother, however, there does not appear to be any clear evidence.  After May decided to take care Noon at her house, Noon has abnormal symptoms as if she had been possessed by a ghost. Whereas May herself, she began to have inability to sleep cause her illness. Gun then asked Chok, Sak and Master Khom to help.  Master Khom immediately realized that there were “black magic” from the past inside her house, he asked all to find the source of this evil. There is a misfortune in the past related to the The Master's Facial Skin which was removed by Master Jong who is another disciple from his same sect was the source of all these horrifying stories.",2025-03-13,/y1aTtWkMjgKgkNa6Zxs3kmxje21.jpg,6.2
1435766,Dans l'Ombre de Marlow,"['Western', 'Adventure']",,2025-03-13,/3fYi5YpnIWftnhkmoHIvFPYDzHw.jpg,0.0
1428262,Mystery Island: Winner Takes All,"['Mystery', 'TV Movie']","Mystery Island hosts contest winners vying to solve a fake murder for a grand prize, but the event goes awry when an employee is murdered, and secrets are uncovered.",2025-03-13,/gYdmNz3HT22vimRdwVCmhKBSLZV.jpg,5.0
1376834,There is a Hausen Everywhere,['Comedy'],"What happens when seven women meet in one place for a week? Refreshingly unorthodox, THERE IS A HAUSEN EVERYWHERE addresses the fundamental questions of the present. Can we accept other people as they are and as they live? What is perception and what is reality? And when we talk about truth, what do we mean? In this comedy that plays with the absurdities of everyday life, the seminar community in Hausen becomes a microcosmic image of society.",2025-03-13,/l3cHgCZxdoSyF7Vd45HdwjreXot.jpg,0.0
1384565,Anjila,['Drama'],"The film draws inspiration from the life of Anjila Tumbapo Subba, the goalkeeper of the Nepal women’s national football team. Anjila herself is in the lead role, sharing the screen with actors Dayahang Rai, Miruna Magar, Srijana Subba and others.",2025-03-13,/nnJl15h9biAgCpZ6gYFof0KMD4E.jpg,0.0
1216571,June and John,"['Romance', 'Thriller']","The story of John, a man who leads an ordinary life with a monotonous routine. His existence flows away dull, and he himself makes no effort to change anything; on the contrary, he does everything to continue being an ordinary man.  One day John runs into a woman on the subway who is as beautiful as she is mysterious named June. His encounter with her finally leads him to have a goal in his bumptious life: to love June to the end of his days and at any cost.",2025-03-13,/fuGPUHzYq4ssMPBM2Gn8X9QKqCr.jpg,0.0
1400932,Youth Eternal,['Drama'],A coming of age story about a group of millennials who start to face their self-destructive tendencies as they each head straight into their crisis of thirtysomethings.,2025-03-13,/zSXPnFB68yEokjRf4Ss2Y5F6toZ.jpg,0.0
1404172,Sandbag Dam,['Drama'],"A story about a forbidden love set in a village threatened by swollen rivers. Upon his return home for his father’s funeral, Slaven revives his relationship with his childhood friend, a young sportsman named Marko, his teenage love, and the reason his father kicked him out of the house. Now tempted to reunite, they need to make peace with their own decisions and struggle against the family restraints.",2025-03-13,/3jwR4NtikY53SO5agejuEYEzoh3.jpg,0.0
1412392,Samar: Diam Atau Mati,[],Horror film about the negative impact of bullying in public schools,2025-03-13,,0.0
1077281,Couples to Hell,"['Fantasy', 'Horror']","A couple is kidnapped by a serial killer on their first anniversary. The kidnapper forces the couple to play a twisted game of rock paper scissors. Hyunsoo encounters a lady who looks very similar to his favorite adult streamer while delivering food to her. He gradually begins to believe that the lady is indeed the streamer and tries to contact her. Sumi needs to buy a luxury bag for her boyfriend’s birthday. But the bag is too expensive for her to purchase. So, she makes a unique trade with a wizard. Ji-Eun, who lives with her ill boyfriend, goes out every night but her daily life collapses when she brings a guy she meets at a jazz bar to her house.",2025-03-13,/djnHdHdwiLGYYuUydOSykpp8kdl.jpg,0.0
1421001,The Last Birthday,"['Drama', 'Thriller']","A large family gather to celebrate a birthday. It would seem like a great reason to get together. But the family is just a project of one of the ""brothers"" — an experienced psychologist who is conducting an experiment to create a ""happiness formula"". He believes that manipulating others, their emotions and desires, will make them happy. However, love interferes with the mathematical calculations, which can neither be calculated nor predicted.",2025-03-13,/zUjWFRvBJJkCezXzmIfj1dha34P.jpg,0.0
1422081,Sterben ohne Gott,['Documentary'],,2025-03-13,/mYMtn4ptf5YyoghgTgz2ER1TKTV.jpg,0.0
1422072,"Der Prank - April, April!",[],"A failed April Fool's joke by twelve-year-old Chinese guest student Xi Zhōu turns the lives of Lucas, who is the same age, and his family upside down.",2025-03-13,/iJt8QQbR0591KG6XmCXUYm3du7b.jpg,0.0
1429784,Singsot: Siulan Kematian,['Horror'],"A kid defies the ancient taboo of whistling at dusk, unleashing a sinister terror tied to a cursed figure who made the same mistake. Bound by an inescapable curse, he’s thrust into a deadly race against time—because if he fails, the nightmare will become his new reality.",2025-03-13,/llZca2miwygKwuyWUpyONCL6VAR.jpg,0.0
1434414,Available Light,['Documentary'],"The film explores notions of home and belonging in contemporary society. Comprising interviews with workers at the Edo Tokyo Open Air Architecture Museum in Tokyo, and fragments of conversations with renters in that city and London, a productive dialectic opens between the museum’s preserved historical ideal of the domestic and the often unsettling realities of temporary accommodation in modern cities. Combining trademark immersive sound design with impressionistic images and abstractions, Quaintance crafts an austere, oneiric and subtly affecting portrait of residential precarity.",2025-03-13,,0.0
1434291,The Long Run,"['Drama', 'Comedy']","When two oddball strangers leave their lives behind to chase their Hollywood dreams, they discover that what they lack in talent, they make up for with determination and a shared delusion, leading to an unexpected friendship that will make them question the realities of chasing a dream.",2025-03-13,/n28AFdpqhKO5nt64QHQxClxUP4c.jpg,0.0
1432795,"Luv Ya, Bum!",['Documentary'],"In the ’70s, Houston was booming... except for the city’s woeful pro football team. The Oilers gambled on hiring Bum Phillips, an unconventional East Texas coach known for cowboy hats, ostrich boots, and folksy one-liners. Ditching tradition and embracing a family-first atmosphere, Bum brought in 'misfits' and 'has-beens' to build a winner. At its peak, Bum’s Oilers blew up into the Luv Ya Blue!’ phenomenon, with Earl Campbell and the Oilers going to war with a Pittsburgh Steelers dynasty. Bum’s success on and off the field, his humanity and unique style left a legacy now carried forward by many, including his son and grandson, celebrated coaches Wade and Wes Phillips.",2025-03-13,/hYeDwEi3HIooPNXRdaBYjli59tW.jpg,0.0
1435275,24 Hours of Grace,['Documentary'],"Grammy-nominated electronic artist ZHU is running out of time. Having bursted out of the dance scene in 2014 with his hit “Faded”, he finds himself a decade later at a musical crossroad. Steadily touring worldwide on the biggest stages with his band, he returns to San Francisco, a place where he grew up, to record his fourth studio album “Grace”. Inside this gothic cathedral, ZHU and his collaborators finish composing songs which are performed for an audience later that night.",2025-03-13,,0.0
1437438,Once Upon a Time in School 2: The Last Guardian,[],"Grandfather knows more than you can imagine, but no secret stays in the shadows forever. Dark clouds are gathering over the school, it's time to find out who will be the hero of this story...",2025-03-13,/iHOgzKgdg8yKMTCz6IN47r1jzhv.jpg,0.0
1437237,Gioco pericoloso,"['Thriller', 'Drama']","Giada and Carlo are a couple with great complicity and intimacy, while each of them pursues their own career with determination.
 The young and ambitious Peter fascinates Carlo, who introduces him to the family. However, when Giada sees Peter, she has an unexpected reaction and tries in every way to remove him from their home: he could bring out some unspeakable secret from her past.
 And yet, the truth always finds a way to come out.",2025-03-13,/xQbyabXxKAS44yXb5BcNmInre5e.jpg,0.0
1438696,Laia,['Comedy'],"Laia needs help, so she decides to gather four mysterious characters for a meeting that quickly spirals out of control.",2025-03-13,/tVLDSmIbXzqhUJfHFdzPOgINFF0.jpg,0.0
1438546,Angler,[],"Following the recent death of her sister Ivy, Violet cleans out Ivy’s apartment with the hope of finding some peace. She gets more than she bargained for when a mysterious camera reveals to Violet that Ivy’s troubles were more complicated than they initially appeared, suggesting that someone…or something… may have been behind her untimely end.",2025-03-13,/c21YwjiFsVP0xYw6kx1msNmBRMX.jpg,0.0
1438208,Blind Vacation,"['Comedy', 'Romance']","In the center of the plot is the story of a successful Kyiv businesswoman, who is respected by the management and hated by the entire team. So, to get a little rest from shefini, her subordinates send her on a forced vacation: to the top of the Ukrainian Carpathians. There, the heroine is waiting for a lot of surprises, adventures and unexpected acquaintances. This vacation turns the characters ' lives upside down and changes everything forever.",2025-03-13,/rj6DNIRuhJvuP1cLA31NYtmLZGo.jpg,0.0
1440639,Last will,"['Comedy', 'Family']",A wealthy family gathers for the reading of Eduardo Tejada's will,2025-03-13,/3xhwYGdZxnoI5JELuLZKs7TB1kd.jpg,0.0
1442764,Epílogo,['Drama'],"A young man runs to try to get on the bus, he can't catch it so he has to wait for the next one; while he waits a girl accompanies him at the bus stop.",2025-03-13,/ArCT2H6t1XnbNJDnzOoaD5Nf9bk.jpg,0.0
1442388,Bukan Jodoh Biasa Nih,"['Drama', 'Comedy', 'Romance']","Tells the story of Richard, Jonggi and Lingga, three miskom students who are trying to overcome routine financial problems. Of the many solution options that they often debated, they finally came up with one method that made Richard and his friends take a desperate path. Serve Mr. Brandon's challenge to get a hidden secret box in exchange for money and the heart of his daughter, Marsya.",2025-03-13,/vwQBsapRSSKuGefT2W3qXIrt56v.jpg,0.0
1442386,Uwentira: Kota Jin,['Horror'],"A woman named Dewi visited the city of Palu to look for Salena, her acquaintance. When she arrived at the village, Tiara, her friend, welcomed Dewi warmly. However, Tiara's expression turned cold for a split second when Dewi said the word ""Uwentira"". Tiara's panic increased when she slowly realized the strange behavior of her old friend. A few seconds later, Tiara was sure that the Goddess in front of her now was not the Goddess she knew.",2025-03-13,/1ejZLOpStxnw2RhtlxNHuQ9bJoa.jpg,0.0
1269298,The Fulcrum,"['Drama', 'Romance']","A successful film artist plans to go to his hometown for his sister’s wedding, accompanied by a movie star. With his arrival, he is going to humiliate his hated fiancé, the fat man and the slacker Shurik. But a quarrel with the actress ruins not only all his plans, but also radically changes his life. A true story of a selfish macho's reassessment of values.",2025-03-13,/sYOnVTrE5JbBTfsRcaagKLV5Nc4.jpg,0.0
